frequency_tier,major_group,subgroup,top,morpheme,gloss_or_meaning,origin,notes
1,Free_Functional,adverb_particle,Helper,well,good; thoroughly; source,Old English,Thoroughly; interjection of health
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,said,past of say,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Helper,really,truly; very,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Object,years,plural of year,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,going,present participle of go,Old English,
1,Free_Functional,preposition_subordinator,Location,before,earlier than; in front,Old English,Earlier in time/order
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,made,past of make,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,take,grasp; require; carry,Old English,
1,Free_Lexical,lexical_wave2_frequency_gap,Tracker,got,past of get,Old Norse,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,say,utter; state,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,last,final; endure,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,best,superlative of good,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,look,direct eyes; appear,Old English,
2,Free_Functional,indefinite_pronoun,Entity,something,indefinite thing,Old English compound,Unspecified thing
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,use,employ; purpose,Old French from Latin,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,come,move toward; arrive,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Location,around,on all sides; approximately,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Secret,better,comparative of good/well,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,find,discover,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,help,assist,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,another,an additional one,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,own,possess; self,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,things,plural of thing,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,thing,entity; matter,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,give,bestow,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,found,High-frequency lemma: found,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,show,display; performance,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,feel,perceive; emotion,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,ever,High-frequency lemma: ever,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,keep,retain,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,put,place,Old English,
2,Free_Functional,indefinite_pronoun,Entity,someone,some person,Old English compound,Some person
2,Free_Lexical,lexical_wave2_frequency_gap,Object,away,High-frequency lemma: away,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,left,High-frequency lemma: left,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,days,plural of day,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,play,perform; recreation,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,doing,High-frequency lemma: doing,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,let,allow,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,called,High-frequency lemma: called,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,different,High-frequency lemma: different,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,having,High-frequency lemma: having,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,thought,High-frequency lemma: thought,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,done,High-frequency lemma: done,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,getting,High-frequency lemma: getting,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,god,High-frequency lemma: god,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Entity,group,High-frequency lemma: group,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,looking,High-frequency lemma: looking,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,top,High-frequency lemma: top,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,women,High-frequency lemma: women,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,care,High-frequency lemma: care,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,start,begin,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,times,High-frequency lemma: times,Old English plural (-s) + stem,
2,Free_Functional,indefinite_pronoun,Entity,anything,any thing,Old English compound,Any thing
2,Free_Lexical,lexical_wave2_frequency_gap,Entity,person,High-frequency lemma: person,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,enough,High-frequency lemma: enough,Primarily Germanic unless loanword,
2,Free_Functional,indefinite_pronoun,Entity,everything,all things,Old English compound,All things
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,live,be alive; dwell,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,making,High-frequency lemma: making,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,told,High-frequency lemma: told,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,mean,signify; intend; average,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,tell,High-frequency lemma: tell,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,seen,High-frequency lemma: seen,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,states,High-frequency lemma: states,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,based,High-frequency lemma: based,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,call,High-frequency lemma: call,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,men,High-frequency lemma: men,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,national,High-frequency lemma: national,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,took,past of take,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,came,past of come,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,far,High-frequency lemma: far,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,job,employment; task,perhaps Old French job 'lump',
2,Free_Lexical,lexical_wave2_frequency_gap,Object,though,High-frequency lemma: though,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,try,attempt; strain,Old French,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,went,past of go,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Helper,actually,High-frequency lemma: actually,Old English (-ly) / mixed,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,american,High-frequency lemma: american,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,later,High-frequency lemma: later,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,less,High-frequency lemma: less,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,order,High-frequency lemma: order,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,run,move fast; operate,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,says,High-frequency lemma: says,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,season,High-frequency lemma: season,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,shit,High-frequency lemma: shit,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,thank,High-frequency lemma: thank,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Entity,children,High-frequency lemma: children,Primarily Germanic unless loanword,
2,Free_Functional,indefinite_pronoun,Entity,everyone,every person,Old English compound,Every person
2,Free_Lexical,lexical_wave2_frequency_gap,Object,general,High-frequency lemma: general,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,trying,High-frequency lemma: trying,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,united,High-frequency lemma: united,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,using,present participle of use,Old French/Latin,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,makes,High-frequency lemma: makes,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,face,High-frequency lemma: face,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,working,High-frequency lemma: working,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,games,High-frequency lemma: games,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,least,High-frequency lemma: least,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,means,High-frequency lemma: means,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,news,High-frequency lemma: news,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,friends,High-frequency lemma: friends,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,oh,High-frequency lemma: oh,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,post,High-frequency lemma: post,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,thanks,High-frequency lemma: thanks,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,video,High-frequency lemma: video,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,ago,High-frequency lemma: ago,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,others,High-frequency lemma: others,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,talk,speak,Middle English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,given,High-frequency lemma: given,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,guys,High-frequency lemma: guys,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,single,High-frequency lemma: single,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,become,come to be,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,coming,High-frequency lemma: coming,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,control,High-frequency lemma: control,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,hours,High-frequency lemma: hours,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Location,south,High-frequency lemma: south,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,true,High-frequency lemma: true,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,fuck,High-frequency lemma: fuck,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,known,High-frequency lemma: known,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,lost,High-frequency lemma: lost,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,started,High-frequency lemma: started,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,taking,High-frequency lemma: taking,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,university,High-frequency lemma: university,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,along,High-frequency lemma: along,Primarily Germanic unless loanword,
2,Free_Functional,indefinite_pronoun,Entity,anyone,any person,Old English compound,Any person
2,Free_Lexical,lexical_wave2_frequency_gap,Object,else,High-frequency lemma: else,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,john,High-frequency lemma: john,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,matter,High-frequency lemma: matter,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,pretty,High-frequency lemma: pretty,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,bit,High-frequency lemma: bit,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,needs,High-frequency lemma: needs,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,nice,High-frequency lemma: nice,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,playing,High-frequency lemma: playing,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Helper,probably,High-frequency lemma: probably,Old English (-ly) / mixed,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,saying,High-frequency lemma: saying,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,york,High-frequency lemma: york,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,class,High-frequency lemma: class,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,close,High-frequency lemma: close,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,comes,High-frequency lemma: comes,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,international,High-frequency lemma: international,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,looks,High-frequency lemma: looks,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,possible,High-frequency lemma: possible,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,wanted,High-frequency lemma: wanted,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,cause,High-frequency lemma: cause,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,due,High-frequency lemma: due,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,happy,High-frequency lemma: happy,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,members,High-frequency lemma: members,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,months,High-frequency lemma: months,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,move,motion; relocate,Old French/Latin,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,series,High-frequency lemma: series,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,ask,question; request,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,data,High-frequency lemma: data,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,leave,depart; abandon,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Location,north,High-frequency lemma: north,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,saw,past of see,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,special,High-frequency lemma: special,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,fucking,High-frequency lemma: fucking,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,future,High-frequency lemma: future,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,police,High-frequency lemma: police,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,taken,High-frequency lemma: taken,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,deal,High-frequency lemma: deal,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,report,High-frequency lemma: report,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,soon,High-frequency lemma: soon,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,third,High-frequency lemma: third,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,turn,rotate; change,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,check,High-frequency lemma: check,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,development,High-frequency lemma: development,Latin/French,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,further,High-frequency lemma: further,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,minutes,High-frequency lemma: minutes,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,services,High-frequency lemma: services,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,act,High-frequency lemma: act,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,asked,High-frequency lemma: asked,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,fun,High-frequency lemma: fun,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,living,High-frequency lemma: living,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,major,High-frequency lemma: major,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,media,High-frequency lemma: media,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,phone,High-frequency lemma: phone,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,players,High-frequency lemma: players,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,gonna,High-frequency lemma: gonna,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,market,High-frequency lemma: market,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,non,High-frequency lemma: non,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,plan,High-frequency lemma: plan,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,talking,High-frequency lemma: talking,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Location,west,High-frequency lemma: west,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,works,High-frequency lemma: works,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,according,High-frequency lemma: according,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,available,High-frequency lemma: available,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,former,High-frequency lemma: former,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,front,High-frequency lemma: front,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,kids,High-frequency lemma: kids,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,list,High-frequency lemma: list,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,ready,High-frequency lemma: ready,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,son,High-frequency lemma: son,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,college,High-frequency lemma: college,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,current,High-frequency lemma: current,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,heard,High-frequency lemma: heard,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,london,High-frequency lemma: london,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,type,High-frequency lemma: type,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,baby,High-frequency lemma: baby,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,chance,High-frequency lemma: chance,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,march,High-frequency lemma: march,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,song,High-frequency lemma: song,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,action,High-frequency lemma: action,Latin/French,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,gave,High-frequency lemma: gave,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,gets,High-frequency lemma: gets,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,self,High-frequency lemma: self,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,students,High-frequency lemma: students,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,words,High-frequency lemma: words,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,board,High-frequency lemma: board,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,cost,High-frequency lemma: cost,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,held,High-frequency lemma: held,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,instead,High-frequency lemma: instead,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,moment,High-frequency lemma: moment,Latin/French,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,seems,High-frequency lemma: seems,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,thinking,High-frequency lemma: thinking,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,town,High-frequency lemma: town,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,wants,High-frequency lemma: wants,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,de,High-frequency lemma: de,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,department,High-frequency lemma: department,Latin/French,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,energy,High-frequency lemma: energy,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,fight,High-frequency lemma: fight,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,hear,perceive sound,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,played,High-frequency lemma: played,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,points,High-frequency lemma: points,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,price,High-frequency lemma: price,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,rest,High-frequency lemma: rest,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,results,High-frequency lemma: results,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,running,High-frequency lemma: running,Old English (-ing) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,shows,High-frequency lemma: shows,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,summer,High-frequency lemma: summer,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,term,High-frequency lemma: term,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,wife,High-frequency lemma: wife,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,america,High-frequency lemma: america,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,beautiful,High-frequency lemma: beautiful,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,date,High-frequency lemma: date,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,goes,High-frequency lemma: goes,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,killed,High-frequency lemma: killed,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,land,High-frequency lemma: land,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,miss,High-frequency lemma: miss,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,project,High-frequency lemma: project,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,sex,High-frequency lemma: sex,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,shot,High-frequency lemma: shot,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,site,High-frequency lemma: site,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,account,High-frequency lemma: account,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,co,High-frequency lemma: co,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Helper,especially,High-frequency lemma: especially,Old English (-ly) / mixed,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,eyes,High-frequency lemma: eyes,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,june,High-frequency lemma: june,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Entity,parents,High-frequency lemma: parents,Old English plural (-s) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,period,High-frequency lemma: period,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,record,High-frequency lemma: record,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,similar,High-frequency lemma: similar,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,total,High-frequency lemma: total,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,above,High-frequency lemma: above,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,club,High-frequency lemma: club,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,common,High-frequency lemma: common,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,died,High-frequency lemma: died,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,film,High-frequency lemma: film,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,happened,High-frequency lemma: happened,Old English weak past (-ed) + stem,
2,Free_Lexical,lexical_wave2_frequency_gap,Tracker,knew,past of know,Old English,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,military,High-frequency lemma: military,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Object,perfect,High-frequency lemma: perfect,Primarily Germanic unless loanword,
2,Free_Lexical,lexical_wave2_frequency_gap,Entity,personal,High-frequency lemma: personal,Primarily Germanic unless loanword,
